ticker,etf_name,provider,source
AAPU,SavvyLong (2X) AAPL ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
ABXU,SavvyLong (2X) Barrick ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
ALPU,SavvyLong (2X) GOOGL ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
AMDU,SavvyLong (2X) AMD ETF,LongPoint Asset Management,https://longpointetfs.com/media
AMZU,SavvyLong (2X) AMZN ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
BNKU,MegaLong (3X) Canadian Banks Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
CCOU,SavvyLong (2X) Cameco ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
CGMD,MegaShort (-3X) Canadian Gold Miners Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
CGMU,MegaLong (3X) Canadian Gold Miners Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
CNQU,SavvyLong (2X) Cdn Natural Resources ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
COID,SavvyShort (-2X) COIN ETF,LongPoint Asset Management,https://cdn.prod.website-files.com/673b448cba170146346ba90f/6984a928e9f19f346b6bb8ab_LongPoint%20DSS2%20Press%20Release%2020260205.pdf
COIU,SavvyLong (2X) COIN ETF,LongPoint Asset Management,https://cdn.prod.website-files.com/673b448cba170146346ba90f/6a0b34a9211cae1a22544289_LongPoint%20LFG%20Press%20Release%2020260515.pdf
COMU,SavvyLong 2X CIBC (CM) Equity-Linked ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
CSUU,SavvyLong (2X) Constellation Software ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
FORU,ForAll Core & More U.S. Equity Index ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
GASD,SavvyShort Geared Natural Gas ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
GASU,SavvyLong Geared Natural Gas ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
HBTA,Humilis North American Tactical Equity Fund,LongPoint Asset Management,https://longpointetfs.com/media
HBDV,Humilis North American Dividend Growth ETF,LongPoint Asset Management,https://cdn.prod.website-files.com/673b448cba170146346ba90f/6a5f90250a49f601dbbaf1e4_LongPoint%20Moat-HBDV%20Distribution%20Press%20Release%2020260619.pdf
HBOP,Humilis Fundamental Opportunities ETF,LongPoint Asset Management,https://longpointetfs.com/media
MOAT,Moat Active Premium Yield ETF,LongPoint Asset Management,https://cdn.prod.website-files.com/673b448cba170146346ba90f/6a5f90250a49f601dbbaf1e4_LongPoint%20Moat-HBDV%20Distribution%20Press%20Release%2020260619.pdf
MSFU,SavvyLong (2X) MSFT ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
MSTU,SavvyLong (2X) MSTR ETF,LongPoint Asset Management,https://cdn.prod.website-files.com/673b448cba170146346ba90f/6a0b34a9211cae1a22544289_LongPoint%20LFG%20Press%20Release%2020260515.pdf
MSTZ,SavvyShort (-2X) MSTR ETF,LongPoint Asset Management,https://cdn.prod.website-files.com/673b448cba170146346ba90f/6984a928e9f19f346b6bb8ab_LongPoint%20DSS2%20Press%20Release%2020260205.pdf
METU,SavvyLong (2X) META ETF,LongPoint Asset Management,https://longpointetfs.com/media
MUU,SavvyLong (2X) Micron ETF,LongPoint Asset Management,https://longpointetfs.com/media
NBCU,SavvyLong 2X NBC (NA) Equity-Linked ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
NVDD,SavvyShort (-2X) NVDA ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
NVDU,SavvyLong (2X) NVDA ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
OILD,SavvyShort Geared Crude Oil ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
OILU,SavvyLong Geared Crude Oil ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
ORBU,SavvyLong (2X) SpaceX ETF,LongPoint Asset Management,https://longpointetfs.com/media
PLTU,SavvyLong (2X) PLTR ETF,LongPoint Asset Management,https://longpointetfs.com/media
QQQD,MegaShort (-3X) NASDAQ-100 Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
QQQU,MegaLong (3X) NASDAQ-100 Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
RBNU,SavvyLong (2X) HOOD ETF,LongPoint Asset Management,https://longpointetfs.com/media
RBCU,SavvyLong 2X RBC (RY) Equity-Linked ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
RGBM,Return Stacked Global Balanced & Macro ETF (CAD Shares),LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
RGBM.U,Return Stacked Global Balanced & Macro ETF (USD Shares),LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
SHPD,SavvyShort (-2X) Shopify ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
SHPU,SavvyLong (2X) Shopify ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
SOXD,MegaShort (-3X) US Semiconductors Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
SOXU,MegaLong (3X) US Semiconductors Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
SPYD,MegaShort (-3X) S&P 500 Daily Leveraged Alternative ETF,LongPoint Asset Management,https://www.advfn.com/stock-market/TSX/CSUU/stock-news/97475446/longpoint-announces-no-year-end-etf-distributions
