ticker,etf_name,provider,source
BMAX,Brompton Enhanced Multi-Asset Income ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
CLSA,Brompton Split Corp. Enhanced Equity Income ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
PAYG,Brompton Global Equity HighPay ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
PAYI,Brompton Utilities & Infrastructure HighPay ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
PAYU,Brompton U.S. Equity HighPay ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
PAYB,Brompton Financials HighPay ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
PAYT,Brompton Technology HighPay ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
KNGC,Brompton Canadian Cash Flow Kings ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
KNGG,Brompton Global Cash Flow Kings ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
KNGU,Brompton U.S. Cash Flow Kings ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
KNGX,Brompton International Cash Flow Kings ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BDIV,Brompton Global Dividend Growth ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BFIN,Brompton North American Financials Dividend ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BFIN.U,Brompton North American Financials Dividend ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
BGIE,Brompton Global Infrastructure ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BLOV,Brompton North American Low Volatility Dividend ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
EDGF,Brompton European Dividend Growth ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
HIG,Brompton Global Healthcare Income & Growth ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
HIG.U,Brompton Global Healthcare Income & Growth ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
TLF,Brompton Tech Leaders Income ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
TLF.U,Brompton Tech Leaders Income ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
BAAA,Brompton Wellington Square AAA CLO ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BAAA.U,Brompton Wellington Square AAA CLO ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
BBBB,Brompton Wellington Square Investment Grade CLO ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BBBB.U,Brompton Wellington Square Investment Grade CLO ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
BEPR,Brompton Flaherty & Crumrine Enhanced Investment Grade Preferred ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BEPR.U,Brompton Flaherty & Crumrine Enhanced Investment Grade Preferred ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
BPRF,Brompton Flaherty & Crumrine Investment Grade Preferred ETF,Brompton Funds,https://www.bromptongroup.com/all-products/
BPRF.U,Brompton Flaherty & Crumrine Investment Grade Preferred ETF (US Dollar),Brompton Funds,https://www.bromptongroup.com/all-products/
SPLT,Brompton Split Corp. Preferred Share ETF - CAD,Brompton Funds,https://www.bromptongroup.com/all-products/
SPLT.U,Brompton Split Corp. Preferred Share ETF (USD-Hedged),Brompton Funds,https://www.bromptongroup.com/all-products/
GOHI,Ninepoint Alphabet HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
ABHI,Ninepoint Barrick HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
BCHI,Ninepoint BCE HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
CCHI,Ninepoint Cameco HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
CQHI,Ninepoint Canadian Natural Resources HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
CLHI,Ninepoint Celestica HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
CRHI,Ninepoint CNR HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
CSHI,Ninepoint Constellation Software HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
ENHI,Ninepoint Enbridge HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
ECHI,Ninepoint Enhanced Canadian HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
INHI,Ninepoint Intel HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
KGHI,Ninepoint Kinross Gold HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
NVHI,Ninepoint NVIDIA HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
PLHI,Ninepoint Palantir HighShares ETF,Ninepoint Partners,https://www.ninepoint.com/funds/
