ticker,etf_name,provider,source
FCCA,Fidelity All-Canadian Equity ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIP,Fidelity All-in-One Conservative Income ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCCQ,Fidelity Canadian High Quality ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCCD,Fidelity Canadian High Dividend ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCLC,Fidelity Canadian Large Cap Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCCL,Fidelity Canadian Low Volatility ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCCM,Fidelity Canadian Momentum ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCSB,Fidelity Canadian Short Term Corporate Bond ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCCV,Fidelity Canadian Value ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCGC,Fidelity Greater Canada Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCCB,Fidelity Systematic Canadian Bond Index ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCMI,Fidelity Canadian Monthly High Income ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/press-release/2026/pr-etfs-distributions-apr-21-en.pdf
FCAB,Fidelity Absolute Income Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCAB.U,Fidelity Absolute Income Fund US$ - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FAUS,Fidelity Advanced U.S. Equity Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FAUS.U,Fidelity Advanced U.S. Equity Fund US$ - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCAM,Fidelity All-American Equity ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCAE,Fidelity American Equity Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUB,Fidelity Core U.S. Bond ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUB.U,Fidelity Core U.S. Bond ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FEPY,Fidelity Equity Premium Yield ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FEPY.U,Fidelity Equity Premium Yield ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCRR,Fidelity U.S. Dividend for Rising Rates ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCRR.U,Fidelity U.S. Dividend for Rising Rates ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/press-release/2026/pr-etfs-distributions-apr-21-en.pdf
FCUH,Fidelity U.S. High Dividend Currency Neutral ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUD,Fidelity U.S. High Dividend ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUD.U,Fidelity U.S. High Dividend ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCQH,Fidelity U.S. High Quality Currency Neutral ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUQ,Fidelity U.S. High Quality ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUQ.U,Fidelity U.S. High Quality ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUL,Fidelity U.S. Low Volatility ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUL.U,Fidelity U.S. Low Volatility ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCMO,Fidelity U.S. Momentum ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCMO.U,Fidelity U.S. Momentum ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUV,Fidelity U.S. Value ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCUV.U,Fidelity U.S. Value ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCVH,Fidelity U.S. Value Currency Neutral ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIN,Fidelity All-International Equity ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCID,Fidelity International High Dividend ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIQ,Fidelity International High Quality ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIQ.U,Fidelity International High Quality ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIL,Fidelity International Low Volatility ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIM,Fidelity International Momentum ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCIV,Fidelity International Value ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FBAL,Fidelity All-in-One Balanced ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCNS,Fidelity All-in-One Conservative ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FEQT,Fidelity All-in-One Equity ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FFIX,Fidelity All-in-One Fixed Income ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FGRO,Fidelity All-in-One Growth ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCGI,Fidelity Global Monthly High Income ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/press-release/2026/pr-etfs-distributions-apr-21-en.pdf
FEMO,Fidelity Emerging Markets Opportunities Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FMPB,Fidelity Global Balanced Portfolio - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FGCV,Fidelity Global Concentrated Value Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCGB,Fidelity Global Core Plus Bond ETF,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FCGB.U,Fidelity Global Core Plus Bond ETF US$,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FGEB,Fidelity Global Equity+ Balanced Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
FGEP,Fidelity Global Equity+ Fund - ETF Series,Fidelity Investments Canada,https://www.fidelity.ca/content/dam/fidelity/en/documents/other-pdfs/etf_ticker_onepager.pdf
